Environment,Subject,Action,Start,End,Length
E03,S30,A04,29,50,21
E03,S30,A04,51,72,21
E03,S30,A04,73,94,21
E03,S30,A04,95,116,21
E03,S30,A04,117,138,21
E03,S30,A04,139,160,21
E03,S30,A04,161,182,21
E03,S30,A04,183,204,21
E03,S30,A04,205,226,21
E03,S30,A04,227,248,21
E03,S30,A04,249,270,21
E03,S30,A04,271,293,22
E03,S30,A05,1,11,10
E03,S30,A05,12,33,21
E03,S30,A05,34,56,22
E03,S30,A05,57,80,23
E03,S30,A05,81,104,23
E03,S30,A05,105,126,21
E03,S30,A05,127,149,22
E03,S30,A05,150,172,22
E03,S30,A05,173,195,22
E03,S30,A05,196,219,23
E03,S30,A05,220,243,23
E03,S30,A05,244,267,23
E03,S30,A05,268,291,23
E03,S30,A07,1,19,18
E03,S30,A08,1,19,18
E03,S30,A09,1,13,12
E03,S30,A09,14,41,27
E03,S30,A09,42,66,24
E03,S30,A09,67,90,23
E03,S30,A09,91,117,26
E03,S30,A09,118,144,26
E03,S30,A09,145,170,25
E03,S30,A09,171,194,23
E03,S30,A09,195,220,25
E03,S30,A09,221,248,27
E03,S30,A09,249,276,27
E03,S30,A10,9,35,26
E03,S30,A10,36,61,25
E03,S30,A10,62,90,28
E03,S30,A10,91,120,29
E03,S30,A10,121,149,28
E03,S30,A10,150,176,26
E03,S30,A10,177,203,26
E03,S30,A10,204,232,28
E03,S30,A10,233,260,27
E03,S30,A10,261,288,27
E03,S30,A12,1,11,10
E03,S30,A12,12,31,19
E03,S30,A12,32,53,21
E03,S30,A12,54,76,22
E03,S30,A12,77,99,22
E03,S30,A12,100,122,22
E03,S30,A12,123,144,21
E03,S30,A12,145,168,23
E03,S30,A12,169,192,23
E03,S30,A12,193,214,21
E03,S30,A12,215,235,20
E03,S30,A12,236,258,22
E03,S30,A12,259,281,22
E03,S30,A13,1,13,12
E03,S30,A13,14,38,24
E03,S30,A13,39,63,24
E03,S30,A13,64,88,24
E03,S30,A13,89,114,25
E03,S30,A13,115,142,27
E03,S30,A13,143,167,24
E03,S30,A13,168,192,24
E03,S30,A13,193,218,25
E03,S30,A13,219,244,25
E03,S30,A13,245,269,24
E03,S30,A13,270,296,26
E03,S30,A14,1,12,11
E03,S30,A14,13,38,25
E03,S30,A14,39,66,27
E03,S30,A14,67,91,24
E03,S30,A14,92,118,26
E03,S30,A14,119,146,27
E03,S30,A14,147,173,26
E03,S30,A14,174,200,26
E03,S30,A14,201,227,26
E03,S30,A14,228,256,28
E03,S30,A14,257,285,28
E03,S30,A15,1,19,18
E03,S30,A15,20,45,25
E03,S30,A15,79,105,26
E03,S30,A15,106,133,27
E03,S30,A15,134,163,29
E03,S30,A15,164,191,27
E03,S30,A15,192,220,28
E03,S30,A15,221,249,28
E03,S30,A15,250,277,27
E03,S30,A16,1,18,17
E03,S30,A16,19,47,28
E03,S30,A16,48,77,29
E03,S30,A16,78,107,29
E03,S30,A16,108,136,28
E03,S30,A16,137,165,28
E03,S30,A16,166,196,30
E03,S30,A16,197,227,30
E03,S30,A16,228,258,30
E03,S30,A16,259,288,29
E03,S30,A17,2,17,15
E03,S30,A17,18,33,15
E03,S30,A17,34,50,16
E03,S30,A17,51,68,17
E03,S30,A17,69,86,17
E03,S30,A17,87,105,18
E03,S30,A17,106,122,16
E03,S30,A17,123,140,17
E03,S30,A17,141,159,18
E03,S30,A17,160,177,17
E03,S30,A17,178,196,18
E03,S30,A17,197,214,17
E03,S30,A17,215,234,19
E03,S30,A17,235,253,18
E03,S30,A17,254,273,19
E03,S30,A17,274,290,16
E03,S30,A18,1,11,10
E03,S30,A18,12,29,17
E03,S30,A18,30,46,16
E03,S30,A18,47,64,17
E03,S30,A18,65,82,17
E03,S30,A18,83,100,17
E03,S30,A18,101,118,17
E03,S30,A18,119,136,17
E03,S30,A18,137,154,17
E03,S30,A18,155,172,17
E03,S30,A18,173,191,18
E03,S30,A18,192,208,16
E03,S30,A18,209,226,17
E03,S30,A18,227,243,16
E03,S30,A18,244,261,17
E03,S30,A18,262,279,17
E03,S30,A18,280,297,17
E03,S30,A19,1,17,16
E03,S30,A19,18,43,25
E03,S30,A19,44,70,26
E03,S30,A19,71,94,23
E03,S30,A19,95,122,27
E03,S30,A19,123,149,26
E03,S30,A19,150,176,26
E03,S30,A19,177,204,27
E03,S30,A19,205,229,24
E03,S30,A19,230,256,26
E03,S30,A19,257,282,25
E03,S30,A20,1,13,12
E03,S30,A20,14,41,27
E03,S30,A20,42,68,26
E03,S30,A20,69,97,28
E03,S30,A20,98,124,26
E03,S30,A20,125,152,27
E03,S30,A20,153,180,27
E03,S30,A20,181,208,27
E03,S30,A20,209,235,26
E03,S30,A20,236,262,26
E03,S30,A20,263,286,23
E03,S30,A21,1,16,15
E03,S30,A21,17,41,24
E03,S30,A21,42,66,24
E03,S30,A21,67,89,22
E03,S30,A21,90,115,25
E03,S30,A21,116,143,27
E03,S30,A21,144,168,24
E03,S30,A21,169,195,26
E03,S30,A21,196,223,27
E03,S30,A21,224,250,26
E03,S30,A21,251,277,26
E03,S30,A22,1,11,10
E03,S30,A22,12,35,23
E03,S30,A22,36,53,17
E03,S30,A22,54,79,25
E03,S30,A22,80,103,23
E03,S30,A22,104,125,21
E03,S30,A22,126,152,26
E03,S30,A22,153,179,26
E03,S30,A22,180,205,25
E03,S30,A22,206,232,26
E03,S30,A22,233,257,24
E03,S30,A22,258,282,24
E03,S30,A23,1,14,13
E03,S30,A23,15,36,21
E03,S30,A23,37,66,29
E03,S30,A23,67,93,26
E03,S30,A23,94,118,24
E03,S30,A23,119,145,26
E03,S30,A23,146,172,26
E03,S30,A23,173,199,26
E03,S30,A23,200,226,26
E03,S30,A23,227,253,26
E03,S30,A23,254,278,24
E03,S30,A23,279,297,18
E03,S30,A24,10,34,24
E03,S30,A24,35,57,22
E03,S30,A24,58,81,23
E03,S30,A24,82,105,23
E03,S30,A24,106,130,24
E03,S30,A24,131,154,23
E03,S30,A24,155,179,24
E03,S30,A24,180,205,25
E03,S30,A24,206,229,23
E03,S30,A24,230,253,23
E03,S30,A24,254,275,21
E03,S30,A24,276,297,21
E03,S30,A25,37,59,22
E03,S30,A25,60,82,22
E03,S30,A25,83,103,20
E03,S30,A25,104,129,25
E03,S30,A25,130,151,21
E03,S30,A25,152,175,23
E03,S30,A25,176,199,23
E03,S30,A25,200,224,24
E03,S30,A25,225,248,23
E03,S30,A25,249,271,22
E03,S30,A25,272,296,24
E03,S30,A26,2,12,10
E03,S30,A26,13,25,12
E03,S30,A26,26,37,11
E03,S30,A26,38,49,11
E03,S30,A26,50,61,11
E03,S30,A26,62,74,12
E03,S30,A26,75,86,11
E03,S30,A26,87,98,11
E03,S30,A26,99,111,12
E03,S30,A26,112,123,11
E03,S30,A26,124,136,12
E03,S30,A26,137,148,11
E03,S30,A26,149,161,12
E03,S30,A26,162,173,11
E03,S30,A26,174,186,12
E03,S30,A26,187,198,11
E03,S30,A26,199,211,12
E03,S30,A26,212,224,12
E03,S30,A26,225,236,11
E03,S30,A26,237,249,12
E03,S30,A26,250,261,11
E03,S30,A26,262,274,12
E03,S30,A26,275,286,11
E03,S30,A26,287,297,10
E03,S30,A27,1,11,10
E03,S30,A27,12,35,23
E03,S30,A27,36,61,25
E03,S30,A27,62,85,23
E03,S30,A27,86,110,24
E03,S30,A27,111,134,23
E03,S30,A27,135,157,22
E03,S30,A27,158,181,23
E03,S30,A27,182,206,24
E03,S30,A27,207,229,22
E03,S30,A27,230,254,24
E03,S30,A27,255,277,22
E03,S30,A27,278,297,19
E04,S31,A04,8,30,22
E04,S31,A04,31,52,21
E04,S31,A04,53,73,20
E04,S31,A04,74,94,20
E04,S31,A04,95,116,21
E04,S31,A04,117,138,21
E04,S31,A04,139,159,20
E04,S31,A04,160,181,21
E04,S31,A04,182,202,20
E04,S31,A04,203,222,19
E04,S31,A04,223,243,20
E04,S31,A04,244,264,20
E04,S31,A04,265,288,23
E04,S31,A05,8,26,18
E04,S31,A05,27,46,19
E04,S31,A05,47,65,18
E04,S31,A05,66,84,18
E04,S31,A05,85,103,18
E04,S31,A05,104,122,18
E04,S31,A05,123,142,19
E04,S31,A05,143,161,18
E04,S31,A05,162,180,18
E04,S31,A05,181,199,18
E04,S31,A05,200,218,18
E04,S31,A05,219,237,18
E04,S31,A05,238,258,20
E04,S31,A05,259,278,19
E04,S31,A07,1,18,17
E04,S31,A07,19,45,26
E04,S31,A07,46,72,26
E04,S31,A07,73,99,26
E04,S31,A07,100,125,25
E04,S31,A07,126,150,24
E04,S31,A07,151,176,25
E04,S31,A07,177,202,25
E04,S31,A07,203,228,25
E04,S31,A07,229,254,25
E04,S31,A07,255,280,25
E04,S31,A08,8,28,20
E04,S31,A08,29,51,22
E04,S31,A08,52,72,20
E04,S31,A08,73,95,22
E04,S31,A08,96,117,21
E04,S31,A08,118,139,21
E04,S31,A08,140,160,20
E04,S31,A08,161,183,22
E04,S31,A08,184,205,21
E04,S31,A08,206,226,20
E04,S31,A08,227,247,20
E04,S31,A08,248,270,22
E04,S31,A08,271,293,22
E04,S31,A09,1,13,12
E04,S31,A09,14,38,24
E04,S31,A09,39,60,21
E04,S31,A09,61,85,24
E04,S31,A09,86,110,24
E04,S31,A09,111,133,22
E04,S31,A09,134,155,21
E04,S31,A09,156,178,22
E04,S31,A09,179,202,23
E04,S31,A09,203,227,24
E04,S31,A09,228,249,21
E04,S31,A09,250,269,19
E04,S31,A09,270,290,20
E04,S31,A10,1,18,17
E04,S31,A10,19,41,22
E04,S31,A10,42,60,18
E04,S31,A10,61,82,21
E04,S31,A10,83,104,21
E04,S31,A10,105,125,20
E04,S31,A10,126,149,23
E04,S31,A10,150,172,22
E04,S31,A10,173,193,20
E04,S31,A10,194,215,21
E04,S31,A10,216,237,21
E04,S31,A10,238,259,21
E04,S31,A10,260,281,21
E04,S31,A11,1,18,17
E04,S31,A11,19,45,26
E04,S31,A11,46,70,24
E04,S31,A11,71,94,23
E04,S31,A11,95,118,23
E04,S31,A11,119,144,25
E04,S31,A11,145,169,24
E04,S31,A11,170,195,25
E04,S31,A11,196,220,24
E04,S31,A11,221,245,24
E04,S31,A11,246,268,22
E04,S31,A11,269,291,22
E04,S31,A12,7,27,20
E04,S31,A12,28,49,21
E04,S31,A12,50,75,25
E04,S31,A12,76,99,23
E04,S31,A12,100,123,23
E04,S31,A12,124,144,20
E04,S31,A12,145,166,21
E04,S31,A12,167,189,22
E04,S31,A12,190,213,23
E04,S31,A12,214,238,24
E04,S31,A12,239,262,23
E04,S31,A12,263,282,19
E04,S31,A13,8,27,19
E04,S31,A13,28,48,20
E04,S31,A13,49,67,18
E04,S31,A13,68,88,20
E04,S31,A13,89,110,21
E04,S31,A13,111,131,20
E04,S31,A13,132,151,19
E04,S31,A13,152,172,20
E04,S31,A13,173,194,21
E04,S31,A13,195,214,19
E04,S31,A13,215,234,19
E04,S31,A13,235,254,19
E04,S31,A13,255,274,19
E04,S31,A13,275,296,21
E04,S31,A14,5,25,20
E04,S31,A14,26,48,22
E04,S31,A14,49,70,21
E04,S31,A14,71,92,21
E04,S31,A14,93,114,21
E04,S31,A14,115,135,20
E04,S31,A14,136,156,20
E04,S31,A14,157,178,21
E04,S31,A14,179,199,20
E04,S31,A14,200,219,19
E04,S31,A14,220,241,21
E04,S31,A14,242,262,20
E04,S31,A14,263,283,20
E04,S31,A15,1,13,12
E04,S31,A15,14,41,27
E04,S31,A15,42,68,26
E04,S31,A15,69,98,29
E04,S31,A15,99,125,26
E04,S31,A15,126,152,26
E04,S31,A15,153,179,26
E04,S31,A15,180,206,26
E04,S31,A15,207,234,27
E04,S31,A15,235,262,27
E04,S31,A15,263,290,27
E04,S31,A16,1,15,14
E04,S31,A16,16,43,27
E04,S31,A16,44,69,25
E04,S31,A16,70,95,25
E04,S31,A16,96,119,23
E04,S31,A16,120,144,24
E04,S31,A16,145,169,24
E04,S31,A16,170,195,25
E04,S31,A16,196,221,25
E04,S31,A16,222,247,25
E04,S31,A16,248,274,26
E04,S31,A17,1,13,12
E04,S31,A17,14,29,15
E04,S31,A17,30,44,14
E04,S31,A17,45,58,13
E04,S31,A17,59,73,14
E04,S31,A17,74,88,14
E04,S31,A17,89,100,11
E04,S31,A17,101,113,12
E04,S31,A17,114,127,13
E04,S31,A17,128,141,13
E04,S31,A17,142,155,13
E04,S31,A17,156,169,13
E04,S31,A17,170,183,13
E04,S31,A17,184,197,13
E04,S31,A17,198,212,14
E04,S31,A17,213,226,13
E04,S31,A17,227,240,13
E04,S31,A17,241,254,13
E04,S31,A17,255,269,14
E04,S31,A17,270,283,13
E04,S31,A17,284,297,13
E04,S31,A18,11,24,13
E04,S31,A18,25,38,13
E04,S31,A18,39,52,13
E04,S31,A18,53,67,14
E04,S31,A18,68,82,14
E04,S31,A18,83,97,14
E04,S31,A18,98,111,13
E04,S31,A18,112,126,14
E04,S31,A18,127,142,15
E04,S31,A18,143,157,14
E04,S31,A18,158,172,14
E04,S31,A18,173,187,14
E04,S31,A18,188,202,14
E04,S31,A18,203,219,16
E04,S31,A18,220,234,14
E04,S31,A18,235,249,14
E04,S31,A18,250,266,16
E04,S31,A18,267,282,15
E04,S31,A19,1,11,10
E04,S31,A19,12,31,19
E04,S31,A19,32,54,22
E04,S31,A19,55,74,19
E04,S31,A19,75,96,21
E04,S31,A19,97,120,23
E04,S31,A19,121,141,20
E04,S31,A19,142,166,24
E04,S31,A19,167,188,21
E04,S31,A19,189,209,20
E04,S31,A19,210,231,21
E04,S31,A19,232,256,24
E04,S31,A19,257,279,22
E04,S31,A20,1,25,24
E04,S31,A20,26,52,26
E04,S31,A20,53,80,27
E04,S31,A20,81,108,27
E04,S31,A20,109,136,27
E04,S31,A20,137,166,29
E04,S31,A20,167,196,29
E04,S31,A20,197,224,27
E04,S31,A20,225,251,26
E04,S31,A20,252,279,27
E04,S31,A21,1,11,10
E04,S31,A21,12,35,23
E04,S31,A21,36,63,27
E04,S31,A21,64,90,26
E04,S31,A21,91,118,27
E04,S31,A21,119,145,26
E04,S31,A21,146,173,27
E04,S31,A21,174,201,27
E04,S31,A21,202,227,25
E04,S31,A21,228,254,26
E04,S31,A21,255,283,28
E04,S31,A22,1,14,13
E04,S31,A22,15,41,26
E04,S31,A22,42,66,24
E04,S31,A22,67,97,30
E04,S31,A22,98,122,24
E04,S31,A22,123,149,26
E04,S31,A22,150,176,26
E04,S31,A22,209,232,23
E04,S31,A22,233,259,26
E04,S31,A22,260,286,26
E04,S31,A23,1,22,21
E04,S31,A23,23,49,26
E04,S31,A23,50,75,25
E04,S31,A23,76,99,23
E04,S31,A23,100,122,22
E04,S31,A23,123,145,22
E04,S31,A23,146,167,21
E04,S31,A23,168,190,22
E04,S31,A23,191,211,20
E04,S31,A23,212,232,20
E04,S31,A23,233,256,23
E04,S31,A23,257,274,17
E04,S31,A23,275,297,22
E04,S31,A24,1,21,20
E04,S31,A24,22,40,18
E04,S31,A24,41,59,18
E04,S31,A24,60,78,18
E04,S31,A24,79,96,17
E04,S31,A24,97,116,19
E04,S31,A24,117,135,18
E04,S31,A24,136,155,19
E04,S31,A24,156,174,18
E04,S31,A24,175,194,19
E04,S31,A24,195,212,17
E04,S31,A24,213,233,20
E04,S31,A24,234,252,18
E04,S31,A24,253,271,18
E04,S31,A24,272,294,22
E04,S31,A25,1,20,19
E04,S31,A25,21,40,19
E04,S31,A25,41,60,19
E04,S31,A25,61,78,17
E04,S31,A25,79,99,20
E04,S31,A25,100,120,20
E04,S31,A25,121,139,18
E04,S31,A25,140,159,19
E04,S31,A25,160,179,19
E04,S31,A25,180,198,18
E04,S31,A25,199,216,17
E04,S31,A25,217,236,19
E04,S31,A25,237,256,19
E04,S31,A25,257,276,19
E04,S31,A25,277,295,18
E04,S31,A26,1,11,10
E04,S31,A26,132,142,10
E04,S31,A26,163,173,10
E04,S31,A26,174,184,10
E04,S31,A26,205,215,10
E04,S31,A26,246,256,10
E04,S31,A26,267,277,10
E04,S31,A27,34,60,26
E04,S31,A27,61,85,24
E04,S31,A27,86,110,24
E04,S31,A27,111,138,27
E04,S31,A27,139,158,19
E04,S31,A27,159,182,23
E04,S31,A27,183,211,28
E04,S31,A27,212,235,23
E04,S31,A27,236,259,23
E04,S31,A27,260,285,25
E04,S32,A04,1,20,19
E04,S32,A04,86,115,29
E04,S32,A05,1,25,24
E04,S32,A05,231,261,30
E04,S32,A07,1,20,19
E04,S32,A08,1,12,11
E04,S32,A08,13,41,28
E04,S32,A08,42,70,28
E04,S32,A08,71,101,30
E04,S32,A09,1,13,12
E04,S32,A09,14,42,28
E04,S32,A09,43,72,29
E04,S32,A09,175,204,29
E04,S32,A11,1,17,16
E04,S32,A12,1,12,11
E04,S32,A12,13,37,24
E04,S32,A12,71,101,30
E04,S32,A12,142,172,30
E04,S32,A12,242,271,29
E04,S32,A13,4,26,22
E04,S32,A13,27,50,23
E04,S32,A13,51,76,25
E04,S32,A13,77,103,26
E04,S32,A13,104,129,25
E04,S32,A13,130,155,25
E04,S32,A13,156,179,23
E04,S32,A13,180,203,23
E04,S32,A13,204,227,23
E04,S32,A13,228,253,25
E04,S32,A13,254,278,24
E04,S32,A14,1,24,23
E04,S32,A14,25,47,22
E04,S32,A14,48,69,21
E04,S32,A14,70,93,23
E04,S32,A14,94,116,22
E04,S32,A14,117,139,22
E04,S32,A14,140,163,23
E04,S32,A14,164,187,23
E04,S32,A14,188,210,22
E04,S32,A14,211,232,21
E04,S32,A14,233,256,23
E04,S32,A14,257,280,23
E04,S32,A15,1,11,10
E04,S32,A15,12,39,27
E04,S32,A15,40,69,29
E04,S32,A15,70,98,28
E04,S32,A15,99,129,30
E04,S32,A15,130,160,30
E04,S32,A16,1,11,10
E04,S32,A16,214,243,29
E04,S32,A17,8,22,14
E04,S32,A17,23,42,19
E04,S32,A17,43,61,18
E04,S32,A17,62,82,20
E04,S32,A17,83,101,18
E04,S32,A17,102,123,21
E04,S32,A17,124,145,21
E04,S32,A17,146,165,19
E04,S32,A17,166,186,20
E04,S32,A17,187,208,21
E04,S32,A17,209,226,17
E04,S32,A17,227,246,19
E04,S32,A17,247,266,19
E04,S32,A17,267,288,21
E04,S32,A18,11,30,19
E04,S32,A18,31,51,20
E04,S32,A18,52,71,19
E04,S32,A18,72,92,20
E04,S32,A18,93,112,19
E04,S32,A18,113,134,21
E04,S32,A18,135,154,19
E04,S32,A18,155,175,20
E04,S32,A18,176,196,20
E04,S32,A18,197,217,20
E04,S32,A18,218,238,20
E04,S32,A18,239,259,20
E04,S32,A18,260,279,19
E04,S32,A18,280,297,17
E04,S32,A19,1,12,11
E04,S32,A19,13,36,23
E04,S32,A19,37,66,29
E04,S32,A19,67,96,29
E04,S32,A19,97,126,29
E04,S32,A19,127,153,26
E04,S32,A19,154,182,28
E04,S32,A19,183,213,30
E04,S32,A19,214,242,28
E04,S32,A19,243,272,29
E04,S32,A19,273,297,24
E04,S32,A20,1,12,11
E04,S32,A20,13,42,29
E04,S32,A20,43,67,24
E04,S32,A20,68,93,25
E04,S32,A20,94,123,29
E04,S32,A20,124,148,24
E04,S32,A20,149,177,28
E04,S32,A20,178,206,28
E04,S32,A20,207,232,25
E04,S32,A20,233,259,26
E04,S32,A20,260,286,26
E04,S32,A21,1,14,13
E04,S32,A21,15,43,28
E04,S32,A21,44,72,28
E04,S32,A21,73,103,30
E04,S32,A21,136,164,28
E04,S32,A21,165,193,28
E04,S32,A21,194,221,27
E04,S32,A21,222,251,29
E04,S32,A21,252,281,29
E04,S32,A22,1,11,10
E04,S32,A22,12,30,18
E04,S32,A22,31,51,20
E04,S32,A22,52,70,18
E04,S32,A22,71,93,22
E04,S32,A22,94,118,24
E04,S32,A22,119,141,22
E04,S32,A22,142,166,24
E04,S32,A22,167,190,23
E04,S32,A22,191,216,25
E04,S32,A22,217,244,27
E04,S32,A22,245,270,25
E04,S32,A22,271,297,26
E04,S32,A23,9,31,22
E04,S32,A23,32,55,23
E04,S32,A23,56,81,25
E04,S32,A23,82,106,24
E04,S32,A23,107,134,27
E04,S32,A23,135,161,26
E04,S32,A23,162,189,27
E04,S32,A23,190,214,24
E04,S32,A23,215,240,25
E04,S32,A23,241,267,26
E04,S32,A23,268,293,25
E04,S32,A24,6,18,12
E04,S32,A24,19,35,16
E04,S32,A24,36,51,15
E04,S32,A24,52,67,15
E04,S32,A24,68,84,16
E04,S32,A24,85,102,17
E04,S32,A24,103,119,16
E04,S32,A24,120,137,17
E04,S32,A24,138,154,16
E04,S32,A24,155,174,19
E04,S32,A24,175,192,17
E04,S32,A24,193,210,17
E04,S32,A24,211,227,16
E04,S32,A24,228,245,17
E04,S32,A24,246,263,17
E04,S32,A24,264,281,17
E04,S32,A25,1,19,18
E04,S32,A25,20,38,18
E04,S32,A25,39,58,19
E04,S32,A25,59,79,20
E04,S32,A25,80,100,20
E04,S32,A25,101,119,18
E04,S32,A25,120,140,20
E04,S32,A25,141,162,21
E04,S32,A25,163,183,20
E04,S32,A25,184,205,21
E04,S32,A25,206,227,21
E04,S32,A25,228,248,20
E04,S32,A25,249,269,20
E04,S32,A25,270,288,18
E04,S32,A26,3,13,10
E04,S32,A26,24,34,10
E04,S32,A26,35,45,10
E04,S32,A26,76,86,10
E04,S32,A26,87,97,10
E04,S32,A26,108,118,10
E04,S32,A26,119,129,10
E04,S32,A26,140,151,11
E04,S32,A26,152,162,10
E04,S32,A26,173,183,10
E04,S32,A26,184,194,10
E04,S32,A26,195,206,11
E04,S32,A26,207,217,10
E04,S32,A26,218,228,10
E04,S32,A26,229,239,10
E04,S32,A26,240,250,10
E04,S32,A26,251,261,10
E04,S32,A26,272,282,10
E04,S32,A26,283,293,10
E04,S32,A27,1,15,14
E04,S32,A27,51,75,24
E04,S32,A27,76,105,29
E04,S32,A27,106,132,26
E04,S32,A27,133,158,25
E04,S32,A27,159,188,29
E04,S32,A27,189,216,27
E04,S32,A27,217,241,24
E04,S32,A27,242,269,27
E04,S32,A27,270,293,23
E04,S33,A04,8,24,16
E04,S33,A04,25,46,21
E04,S33,A04,47,67,20
E04,S33,A04,68,90,22
E04,S33,A04,91,111,20
E04,S33,A04,112,133,21
E04,S33,A04,134,156,22
E04,S33,A04,157,176,19
E04,S33,A04,177,196,19
E04,S33,A04,197,218,21
E04,S33,A04,219,237,18
E04,S33,A04,238,257,19
E04,S33,A04,258,278,20
E04,S33,A04,279,297,18
E04,S33,A05,1,16,15
E04,S33,A05,17,39,22
E04,S33,A05,40,61,21
E04,S33,A05,62,84,22
E04,S33,A05,85,109,24
E04,S33,A05,110,131,21
E04,S33,A05,132,153,21
E04,S33,A05,154,175,21
E04,S33,A05,176,197,21
E04,S33,A05,198,218,20
E04,S33,A05,219,238,19
E04,S33,A05,239,263,24
E04,S33,A05,264,286,22
E04,S33,A07,1,15,14
E04,S33,A07,16,44,28
E04,S33,A07,45,75,30
E04,S33,A07,76,106,30
E04,S33,A07,107,133,26
E04,S33,A07,134,164,30
E04,S33,A07,165,195,30
E04,S33,A07,230,259,29
E04,S33,A08,1,21,20
E04,S33,A08,22,52,30
E04,S33,A09,1,15,14
E04,S33,A09,16,45,29
E04,S33,A09,46,73,27
E04,S33,A09,74,103,29
E04,S33,A09,104,130,26
E04,S33,A09,131,157,26
E04,S33,A09,158,184,26
E04,S33,A09,185,212,27
E04,S33,A09,213,239,26
E04,S33,A09,240,266,26
E04,S33,A09,267,296,29
E04,S33,A10,1,16,15
E04,S33,A10,17,43,26
E04,S33,A10,44,70,26
E04,S33,A10,71,97,26
E04,S33,A10,98,124,26
E04,S33,A10,125,152,27
E04,S33,A10,153,179,26
E04,S33,A10,180,205,25
E04,S33,A10,206,233,27
E04,S33,A10,234,260,26
E04,S33,A10,261,285,24
E04,S33,A11,1,24,23
E04,S33,A11,228,258,30
E04,S33,A12,1,17,16
E04,S33,A12,51,77,26
E04,S33,A12,78,107,29
E04,S33,A12,108,137,29
E04,S33,A12,138,167,29
E04,S33,A12,200,230,30
E04,S33,A12,231,260,29
E04,S33,A12,261,291,30
E04,S33,A13,10,35,25
E04,S33,A13,36,62,26
E04,S33,A13,63,88,25
E04,S33,A13,89,113,24
E04,S33,A13,114,138,24
E04,S33,A13,139,162,23
E04,S33,A13,163,186,23
E04,S33,A13,187,210,23
E04,S33,A13,211,234,23
E04,S33,A13,235,258,23
E04,S33,A13,259,282,23
E04,S33,A14,11,35,24
E04,S33,A14,36,60,24
E04,S33,A14,61,85,24
E04,S33,A14,86,108,22
E04,S33,A14,109,133,24
E04,S33,A14,134,158,24
E04,S33,A14,159,181,22
E04,S33,A14,182,206,24
E04,S33,A14,207,229,22
E04,S33,A14,230,252,22
E04,S33,A14,253,275,22
E04,S33,A14,276,297,21
E04,S33,A15,1,19,18
E04,S33,A15,117,146,29
E04,S33,A15,147,177,30
E04,S33,A15,210,240,30
E04,S33,A16,1,22,21
E04,S33,A17,1,12,11
E04,S33,A17,13,36,23
E04,S33,A17,37,59,22
E04,S33,A17,60,83,23
E04,S33,A17,84,105,21
E04,S33,A17,106,128,22
E04,S33,A17,129,150,21
E04,S33,A17,151,173,22
E04,S33,A17,174,194,20
E04,S33,A17,195,217,22
E04,S33,A17,218,242,24
E04,S33,A17,243,267,24
E04,S33,A17,268,290,22
E04,S33,A18,1,18,17
E04,S33,A18,19,41,22
E04,S33,A18,42,67,25
E04,S33,A18,68,92,24
E04,S33,A18,93,116,23
E04,S33,A18,117,139,22
E04,S33,A18,140,160,20
E04,S33,A18,161,181,20
E04,S33,A18,182,202,20
E04,S33,A18,203,223,20
E04,S33,A18,224,245,21
E04,S33,A18,246,266,20
E04,S33,A18,267,287,20
E04,S33,A19,11,32,21
E04,S33,A19,33,53,20
E04,S33,A19,54,74,20
E04,S33,A19,75,99,24
E04,S33,A19,100,125,25
E04,S33,A19,126,152,26
E04,S33,A19,153,178,25
E04,S33,A19,179,204,25
E04,S33,A19,205,229,24
E04,S33,A19,230,256,26
E04,S33,A19,257,283,26
E04,S33,A20,1,23,22
E04,S33,A21,1,23,22
E04,S33,A21,154,184,30
E04,S33,A22,1,13,12
E04,S33,A22,125,153,28
E04,S33,A22,154,183,29
E04,S33,A22,184,213,29
E04,S33,A22,214,244,30
E04,S33,A23,1,17,16
E04,S33,A24,10,31,21
E04,S33,A24,32,55,23
E04,S33,A24,56,79,23
E04,S33,A24,80,102,22
E04,S33,A24,103,125,22
E04,S33,A24,126,147,21
E04,S33,A24,148,170,22
E04,S33,A24,171,192,21
E04,S33,A24,193,217,24
E04,S33,A24,218,245,27
E04,S33,A24,246,269,23
E04,S33,A24,270,292,22
E04,S33,A25,8,29,21
E04,S33,A25,30,54,24
E04,S33,A25,55,77,22
E04,S33,A25,78,100,22
E04,S33,A25,101,123,22
E04,S33,A25,124,146,22
E04,S33,A25,147,170,23
E04,S33,A25,171,194,23
E04,S33,A25,195,216,21
E04,S33,A25,217,237,20
E04,S33,A25,238,260,22
E04,S33,A25,261,284,23
E04,S33,A26,7,19,12
E04,S33,A26,20,33,13
E04,S33,A26,34,47,13
E04,S33,A26,48,61,13
E04,S33,A26,62,75,13
E04,S33,A26,76,90,14
E04,S33,A26,91,105,14
E04,S33,A26,106,119,13
E04,S33,A26,120,134,14
E04,S33,A26,135,149,14
E04,S33,A26,150,163,13
E04,S33,A26,164,178,14
E04,S33,A26,179,192,13
E04,S33,A26,193,206,13
E04,S33,A26,207,221,14
E04,S33,A26,222,235,13
E04,S33,A26,236,249,13
E04,S33,A26,250,264,14
E04,S33,A26,265,279,14
E04,S33,A26,280,293,13
E04,S33,A27,1,24,23
E04,S33,A27,61,91,30
E04,S33,A27,92,118,26
E04,S33,A27,119,147,28
E04,S33,A27,148,177,29
E04,S33,A27,178,204,26
E04,S33,A27,205,232,27
